Sentence,start_time,end_time,wav_file,emotion,val,act,dom
I'm not a child.,117.22,118.7,Ses01M_impro05_F022,neu,3,2.5,3
I've been here for sixteen.,119.6225,121.23,Ses01M_impro05_F023,neu,3,2.5,3
You people have just been tossing me around like a used hanky.,125.2,127.13,Ses01M_impro05_F024,neu,3,3,3.5
I come here every single day.,129.24,133.83,Ses01M_impro05_F025,neu,3,3,3
You work here.,133.83,136.87,Ses01M_impro05_F026,neu,3,2,3
"Details, Details.  Well, anyhow can I--",142.65,144.12,Ses01M_impro05_F027,neu,3,2.5,2.5
so you flew in from Atlanta...,148.72,150.76,Ses01M_impro05_F028,neu,2.5,2,3
My bag from Atlanta.,155.57,157.29,Ses01M_impro05_F029,neu,2.5,2.5,2.5
Four...Four hours ago.,158.87,160.93,Ses01M_impro05_F030,neu,2.5,2.5,3.5
It's a little black bag with wheels.,161.34,162.59,Ses01M_impro05_F031,neu,2.5,3,2.5
Do you have any i-?,163.69,166.1,Ses01M_impro05_F032,neu,2,2.5,3.5
That you wouldn't let me put in the overhead compartment.  You said I had to check it.,166.37,167.6,Ses01M_impro05_F033,neu,3,2.5,3
I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,173.09,178.46,Ses01M_impro05_F034,neu,2,3.5,3.5
It's a tiny little bag.,186.33,190.02,Ses01M_impro05_F035,fru,2.5,2.5,3.5
I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,192.91,194.75,Ses01M_impro05_F036,xxx,3,2.5,3.5
"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?",194.9425,201.75,Ses01M_impro05_F037,xxx,2.5,2.5,3
"I have some unfortunate news, uh, that your bag isn't going to be--",3.71,7.82,Ses01M_impro05_M000,fru,1.5,3.5,4.5
--arriving any time soon.,8.06,12.34,Ses01M_impro05_M001,fru,1.5,4,4.5
"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",12.53,15.6575,Ses01M_impro05_M002,fru,1,4,4.5
I'm really sorry to tell you this but...,15.86,21.15,Ses01M_impro05_M003,xxx,1,4,5
Okay.,26.1923,31.08,Ses01M_impro05_M004,ang,1.5,4,4.5
It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,31.78,34.83,Ses01M_impro05_M005,ang,1,4.5,5
...and your future...,34.85,37.67,Ses01M_impro05_M006,ang,1,4.5,5
"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?",37.715,41.47,Ses01M_impro05_M007,ang,1,4.5,4.5
No.,42.835,46.02,Ses01M_impro05_M008,ang,1,4,5
It's gone.,51.75,54.53,Ses01M_impro05_M009,fru,1.5,3,4
Yes.,54.56,58.79,Ses01M_impro05_M010,fru,1.5,4,4.5
Where is it?  Where did it go?,58.82,63.4075,Ses01M_impro05_M011,xxx,1.5,4.5,5
We've actually...,63.8375,66.22,Ses01M_impro05_M012,xxx,1,4.5,5
You mean did someone steal it? Do people steal bags?,72.76,84.05,Ses01M_impro05_M013,xxx,1,5,5
They do as matter of fact.  We don't like to publicize it because,84.29,91.75,Ses01M_impro05_M014,xxx,1.5,4,4.5
people wouldn't Fly our airline.,105.39,107.46,Ses01M_impro05_M015,neu,2.5,2,3
Probably people that work for your company huh?,113.68,117.49,Ses01M_impro05_M016,xxx,2,3.5,4.5
Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,118.24,120.07,Ses01M_impro05_M017,xxx,1.5,4,3.5
What was that?,121.43,125.61,Ses01M_impro05_M018,fru,2,3.5,3.5
My computer which has all of my data which I'm collecting right now.,125.71,129.6,Ses01M_impro05_M019,xxx,1.5,3.5,4.5
That's unfortunate.,134.9988,137.5,Ses01M_impro05_M020,ang,2,3,3.5
Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,137.5,143.35,Ses01M_impro05_M021,ang,1.5,4,4.5
That's too bad.,143.52,149.35,Ses01M_impro05_M022,ang,1.5,4,4.5
"Fifty dollars is not going to cover me for my job, okay?",149.88,156.39,Ses01M_impro05_M023,ang,1,3.5,5
I wish I could give it to you.,156.46,159.96,Ses01M_impro05_M024,ang,1.5,4,4.5
Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,160.02,167.01,Ses01M_impro05_M025,ang,2,4.5,4
I wish I-,167.01,173.73,Ses01M_impro05_M026,ang,1.5,5,4.5
That's not - no.,175.2775,181.46,Ses01M_impro05_M027,ang,1.5,4,4
No.,181.495,186.82,Ses01M_impro05_M028,ang,1.5,4.5,4.5
It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,189.42,198.34,Ses01M_impro05_M029,xxx,1.5,4,4.5
We have plenty of aggressive searching going on it's not there.  Someone's taken it.,199.27,200.3975,Ses01M_impro05_M030,fru,1.5,2.5,3
"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",201.2825,203.71,Ses01M_impro05_M031,ang,1,5,4.5
I know what you guys do when you're not working you're union people  you just sit around on your ass.,4.8285,8.9243,Ses01F_script01_3_F000,neu,4,1.6667,2.3333
You know I don't need to take this sort of abuse.,12.3484,17.0473,Ses01F_script01_3_F001,neu,4.3333,2,2.3333
"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.",17.1566,26.1173,Ses01F_script01_3_F002,neu,3.3333,2,2.3333
That's fantastic.,28.31,36.1344,Ses01F_script01_3_F003,neu,3,1.3333,2.3333
Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.,38.32,41.6,Ses01F_script01_3_F004,neu,3.3333,2.6667,2.6667
[BREATHING],42.82,47.33,Ses01F_script01_3_F005,neu,3.3333,2,1.6667
Thank you very much.,49.1,53.9831,Ses01F_script01_3_F006,neu,3,2.3333,2.3333
You're the only one who still loves his parents.,63.01,65.8944,Ses01F_script01_3_F007,neu,2.6667,1.3333,2.3333
"I know.  It kind of went out of style, didn't it?",69.64,75.91,Ses01F_script01_3_F008,neu,3.6667,2.6667,3
It's not so bad  it's a good thing.,87.61,94.67,Ses01F_script01_3_F009,neu,4,3,2
"[BREATHING] You know, it's lovely here.  The air is sweet.",97.02,98.4227,Ses01F_script01_3_F010,hap,4.6667,3.6667,2.3333
You're not sorry you came.,98.9525,101.725,Ses01F_script01_3_F011,hap,4.6667,4,2.6667
"I'm not sorry, no. But I'm...I can't stay.",108.9225,114.07,Ses01F_script01_3_F012,hap,5,4.3333,2.3333
Why not?,117,118.8,Ses01F_script01_3_F013,hap,4.3333,3.3333,2.3333
"For one thing, your mother much as told me to go.",137.289,142.2065,Ses01F_script01_3_F014,neu,3,2.6667,3
Well.,146.98,150.5845,Ses01F_script01_3_F015,neu,3,2,2.3333
"And then, you.  You've been kind of...",153.3875,156.3762,Ses01F_script01_3_F016,neu,2.6667,1.6667,1.6667
What?,159.06,161.23,Ses01F_script01_3_F017,hap,4.3333,3,2.6667
Sort of embarrassed ever since I got here.,162.8,169.66,Ses01F_script01_3_F018,xxx,4.3333,4.3333,4.3333
Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,169.69,172.46,Ses01F_script01_3_F019,hap,4.3333,4,3.3333
I knew they would.,186.209,193.68,Ses01F_script01_3_F020,hap,4.3333,3.6667,3.6667
You did?,196.14,198.895,Ses01F_script01_3_F021,hap,4,2.3333,3
"Well sure, from your mother's point of view.  Why else would I come?",200.92,206.29,Ses01F_script01_3_F022,neu,3.3333,1.6667,3
"So would you want to?  I mean, I guess you have to know that's kind of why I asked you to come?",212.5813,215.67,Ses01F_script01_3_F023,xxx,2,2.3333,2.3333
"I, umm. I guess, I guess that's kind of why I came.",218.54,222.9675,Ses01F_script01_3_F024,xxx,2,2.3333,3
[BREATHING],225.04,232.9798,Ses01F_script01_3_F025,xxx,2.3333,1.6667,2.6667
"I love you. Annie, I love you.",240.62,243.65,Ses01F_script01_3_F026,xxx,2.6667,1.6667,2.6667
[LAUGHTER],247.48,250.62,Ses01F_script01_3_F027,xxx,2.3333,2.3333,2.3333
"I don't really have any imagination, that's all I know how to say.",259.13,261.66,Ses01F_script01_3_F028,neu,2.6667,2.3333,1.6667
[LAUGHTER],266.31,268.5425,Ses01F_script01_3_F029,neu,2.3333,2,2
"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",270.66,273.26,Ses01F_script01_3_F030,sad,1.6667,2.3333,1.3333
No. No,344.18,345.74,Ses01F_script01_3_F031,neu,2,1,1.3333
"You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.",415.8011,419.8444,Ses01F_script01_3_F032,xxx,2.3333,1.3333,1.6667
"Chris, I've been ready a long, long, time.",422.467,432.4477,Ses01F_script01_3_F033,xxx,2,2.3333,3.6667
And he's gone forever?  Are you sure?,432.557,450.47,Ses01F_script01_3_F034,xxx,2.6667,2.6667,4
I almost got married two years ago.,459.57,463.06,Ses01F_script01_3_F035,hap,4,2,2.3333
Why didn't you?,8.59,13.17,Ses01F_script01_3_M000,neu,4,1.6667,2
You started to write me.,26.0445,28.8493,Ses01F_script01_3_M001,neu,3,2,2.3333
You felt something that far back?,36.1709,38.5386,Ses01F_script01_3_M002,xxx,2.6667,1.6667,2
Every day since.,41,43.32,Ses01F_script01_3_M003,neu,4,2.6667,1.6667
Why didn't you let me know?,47.21,49.51,Ses01F_script01_3_M004,neu,3,3,2.6667
"I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,",54.62,63.9,Ses01F_script01_3_M005,neu,4,2.6667,2.3333
Give me a...,67.6792,69.8648,Ses01F_script01_3_M006,xxx,3.3333,1.6667,1.6667
Give me a kiss.,78.08,87.25,Ses01F_script01_3_M007,xxx,3,3,2
God.  I kissed you Annie.,98.07,105.58,Ses01F_script01_3_M008,hap,4.6667,3.6667,2.6667
beating around the bush.,106.5092,114.9575,Ses01F_script01_3_M009,hap,4.6667,4,2.3333
"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",115.2878,126.545,Ses01F_script01_3_M010,hap,4.3333,4,2.6667
"Oh Annie, we are going to live now.  I am going to make you so happy.",126.68,137.2162,Ses01F_script01_3_M011,xxx,3,3.3333,3
Not like that you're not.,142.91,147.379,Ses01F_script01_3_M012,xxx,2.6667,2.6667,3
I kissed you.,151.03,153.5714,Ses01F_script01_3_M013,xxx,2,2.3333,2
"Like Larry's brother.  Do it like you, Chris.",156.3033,159.54,Ses01F_script01_3_M014,sur,4.3333,3.3333,2.3333
"Chris, what is it?",160.7,163.66,Ses01F_script01_3_M015,hap,4,4,3.3333
"Hey, let's drive some place.  Huh?  Let's get out of here.",171.72,173.6,Ses01F_script01_3_M016,hap,4,3.3333,2.3333
No. What is it?  Is it your mother?,173.67,175.7325,Ses01F_script01_3_M017,hap,4,3,3.3333
No it's nothing like that. It's-,180.26,186.3491,Ses01F_script01_3_M018,xxx,5,4.3333,3.6667
"Then what?  Chris.  Even in your letters, there was something ashamed.",191.1025,196.74,Ses01F_script01_3_M019,hap,4.3333,3.3333,3.6667
Yeah.  I suppose I have been. But it's going from me.,199.1,201.4,Ses01F_script01_3_M020,hap,4,3.6667,2.3333
You've got to tell me.,216.48,220.04,Ses01F_script01_3_M021,sad,2.6667,2.6667,2.6667
I don't even know how to start.,222.68,225.5,Ses01F_script01_3_M022,sad,3,2,2
It wouldn't work like this.,232.7248,240.3,Ses01F_script01_3_M023,sad,2.3333,3,2.3333
"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",243.83,247.52,Ses01F_script01_3_M024,sad,2.3333,3,2.3333
"Yeah, sure.",251.5,259.73,Ses01F_script01_3_M025,sad,2.6667,3,2.3333
Well I lost them.,261.75,264.9617,Ses01F_script01_3_M026,sad,2,1.6667,2.3333
How many?,268.56,270.7875,Ses01F_script01_3_M027,sad,2.3333,1.6667,2.6667
Pretty much all.,272.44,283.5024,Ses01F_script01_3_M028,sad,1.6667,3.3333,3.6667
"Aw, geez.",283.73,304.58,Ses01F_script01_3_M029,sad,2.3333,2.3333,2.6667
You can't just toss off a thing like that because they weren't just men. You know?,304.7751,319.99,Ses01F_script01_3_M030,sad,2,2.3333,3.6667
"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",320.9,344.48,Ses01F_script01_3_M031,xxx,2,2.6667,3.6667
"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",345.9,359.22,Ses01F_script01_3_M032,sad,2,3,3.3333
"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",360.2517,378.35,Ses01F_script01_3_M033,sad,1.6667,3.3333,3.3333
Mmhmm.,378.47,383.65,Ses01F_script01_3_M034,xxx,1.6667,3,3.3333
"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",384.52,400.648,Ses01F_script01_3_M035,xxx,2.3333,3.6667,3.6667
"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",401.91,412.59,Ses01F_script01_3_M036,sad,2,2.6667,2.3333
Driving my new car and seeing a new refrigerator.,419.4437,422.5035,Ses01F_script01_3_M037,neu,2.3333,2.3333,2.3333
"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",451.04,460.28,Ses01F_script01_3_M038,xxx,4,3,3
And I didn't want any of it. I guess that included you.,6.78,10.59,Ses01F_script01_2_F000,xxx,2.5,2.5,3
Do you still feel that way?,12.71,17.23,Ses01F_script01_2_F001,xxx,2.5,2,3.5
I just want you to know Annie.,21.25,26.41,Ses01F_script01_2_F002,xxx,2.5,2.5,4.5
"Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?",39.93,42.96,Ses01F_script01_2_F003,ang,2,2.5,4
"Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.",44.35,46.3,Ses01F_script01_2_F004,ang,2.5,2.5,3.5
"Annie, Annie.  I am going to make a fortune for you.",47.1,50.85,Ses01F_script01_2_F005,ang,1.5,3.5,4.5
What would I do with a fortune?,52.03,56.42,Ses01F_script01_2_F006,ang,1.5,4,4.5
Why did he invite her here?,57.76,66.65,Ses01F_script01_2_F007,ang,1.5,4.5,4.5
Why does that bother you?,67.48,78.26,Ses01F_script01_2_F008,ang,1.5,4.5,4.5
"She's been in New York three and an half years, why all of a sudden?",82.12,91.28,Ses01F_script01_2_F009,ang,1.5,2,4.5
Well maybe...maybe he just wanted to see her.,92.36,102.17,Ses01F_script01_2_F010,ang,1.5,3.5,4.5
Nobody comes seven hundred miles just to see.,102.26,105.76,Ses01F_script01_2_F011,ang,1.5,3.5,4.5
"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",108.2,122.34,Ses01F_script01_2_F012,ang,1.5,4.5,5
[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,122.41,132.62,Ses01F_script01_2_F013,ang,1,4.5,5
He's not going to marry her.,137.98,140.69,Ses01F_script01_2_F014,fru,2,3,2.5
How do you know he's even thinking about it?,10.084,13.48,Ses01F_script01_2_M000,xxx,2.5,2.5,3
It's got that about it.,16.63,21.66,Ses01F_script01_2_M001,neu,3,3,2.5
Oh.  So what.,25.73,33.08,Ses01F_script01_2_M002,xxx,3,3,3
"What is going on here, Joe?",33.62,40.52,Ses01F_script01_2_M003,fru,2,3.5,4
Now listen.,42.44,45.24,Ses01F_script01_2_M004,neu,2.5,3,2.5
She is not his girl.  She knows she's not.,45.8,47.59,Ses01F_script01_2_M005,xxx,3,2.5,3
You can't read her mind.,50.6,52.55,Ses01F_script01_2_M006,fru,2.5,3.5,3
"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",55.87,58.2,Ses01F_script01_2_M007,fru,2.5,3.5,3.5
How do you know why she waited?,66.1,68.31,Ses01F_script01_2_M008,neu,2,3.5,3
"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",78.38,82.65,Ses01F_script01_2_M009,fru,2.5,3,2.5
"Hey look, it's a nice day, huh?  Why are we arguing?",90.65,94.89,Ses01F_script01_2_M010,fru,1.5,2.5,3.5
"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",106.61,108.1825,Ses01F_script01_2_M011,fru,2.5,2,3
What do you want me to do? What do you want?,109.38,111.65,Ses01F_script01_2_M012,fru,2,2,3
"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",121.29,123.23,Ses01F_script01_2_M013,fru,2.5,2.5,4
I won't stand for any nonsense.,124.1625,126.36,Ses01F_script01_2_M014,fru,2,3,4
Kate.,126.58,133.76,Ses01F_script01_2_M015,fru,1.5,4,4.5
"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",134.61,138.04,Ses01F_script01_2_M016,xxx,2.5,3.5,4
[BREATHING],140.92,147.51,Ses01F_script01_2_M017,ang,1.5,4,4.5
Calm yourself.,8.2904,11.9425,Ses01M_script01_3_F000,neu,4,2,2.5
"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",14.5812,20.04,Ses01M_script01_3_F001,neu,4,2,2.5
Okay. Calm yourself.,20.7769,27.6,Ses01M_script01_3_F002,xxx,4,2,2
"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",30.15,38.2445,Ses01M_script01_3_F003,sad,4,1.5,2.5
"Look at you, you're shaking.",40.81,44.5425,Ses01M_script01_3_F004,neu,3.5,2,2.5
